accuracy,accuracy_delta_vs_meta,airport,joint_log_loss,joint_log_loss_delta_vs_meta,multiclass_brier,multiclass_brier_delta_vs_meta,n,role,selected_method
0.7650263409961686,0.00025941890166036874,MCO,0.5402340073629034,-0.00011436936559749977,0.33282520633467966,-0.0005173700840460649,150336,destination,boundary_gated_ensemble
0.7972170894227001,-8.3991264908434e-05,MDW,0.4963872889826897,0.0010517912886600644,0.2971188559376314,-0.00013847321594118167,71436,destination,boundary_gated_ensemble
0.7514986607712257,0.00029760639428599855,MEM,0.5778101116343465,0.003026567179623574,0.35369129447692293,0.00043393398488295043,23521,destination,boundary_gated_ensemble
0.7644844094909553,0.00022934245606653914,MIA,0.5522015199574118,0.0009899090583760373,0.33832408961854243,2.7262270081096496e-05,104647,destination,boundary_gated_ensemble
0.7570513993049204,3.658313517462819e-05,MKE,0.5640667761768356,0.0023350613017444344,0.34596155110996646,0.0001611015654815473,27335,destination,boundary_gated_ensemble
0.7447397563676633,-0.00047460844803037805,MSN,0.5906219611926375,0.0031644703212702074,0.36412664103582487,0.0008292122162265048,12642,destination,boundary_gated_ensemble
0.8045288627570982,0.00038250530043060227,MSP,0.48379750387520104,6.21002981636698e-05,0.29268040295235587,-0.00041401437548710396,91502,destination,boundary_gated_ensemble
0.7651348512771734,0.00021798149138974043,MSY,0.560555950095718,0.0022751396772496824,0.3387745108432222,-9.412309650680406e-06,50463,destination,boundary_gated_ensemble
0.7585326213141398,-0.00046436034362662415,MYR,0.5810002354104471,0.003232810051020052,0.34883483513994157,0.00020996428205916073,12921,destination,boundary_gated_ensemble
0.8096310306523762,0.00036026299198410605,OAK,0.46236538969635155,-0.00033554347433062404,0.278154212964759,-0.000394755845593564,33309,destination,boundary_gated_ensemble
0.8725588886651903,4.0265753976309604e-05,OGG,0.38682612455033744,1.8413755177193458e-05,0.21491217919574507,-3.5503848286350115e-05,24835,destination,boundary_gated_ensemble
0.7579599056603774,0.00016846361185984815,OKC,0.5619503046976304,0.0020405358316426536,0.3450175443533902,0.0001970558205124373,23744,destination,boundary_gated_ensemble
0.7672525905105508,-0.0006712254058816036,OMA,0.5392405944165892,0.0011791590242798966,0.3324006378669584,-4.4388307240739167e-05,23837,destination,boundary_gated_ensemble
0.7822134540249893,-3.868322308619998e-05,ONT,0.5089139882225647,0.0007105003583623981,0.3125581688411483,-3.538725129509368e-05,25851,destination,boundary_gated_ensemble
0.7529158136360816,0.0013958682300390102,ORD,0.5707665533757206,-0.0007542613450767233,0.348739961084302,-0.0018689315153466723,257904,destination,boundary_gated_ensemble
0.7442514052120592,-0.0007153806847215449,ORF,0.5974686044280777,0.0032649617321496294,0.36411122553641784,0.00038625656063173697,19570,destination,boundary_gated_ensemble
